disease_id,name,category,symptoms,severity,specialist,diet_to_eat,diet_to_avoid,workout,medicine_name,medicine_desc,base_dosage_mg,safe_tip,dangerous_myth
354,Acidity,Gastrointestinal,"headache, itching, nausea",3,General Physician,Curd rice,Raw salads (if infectious),Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
355,Heat Rash,Skin,"fatigue, fever, nausea",3,General Physician,Boiled vegetables,Raw salads (if infectious),Brisk walking,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
356,Asthma,Respiratory,"fever, headache, itching",2,General Physician,Curd rice,Excessive caffeine,Anulom Vilom,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Jeera water for digestion.,Putting oil or ghee on open wounds.
357,Sunburn,Skin,"fever, itching, vomiting",1,General Physician,Boiled vegetables,Deep-fried pakoras,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
358,Heat Stroke,General,"fatigue, itching, nausea",5,General Physician,Pomegranate,Cold drinks,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
359,Vitamin D Deficiency,General,"fever, headache, stomach pain",9,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
360,Heat Stroke,General,"fever, itching, nausea",10,Specialist Doctor,Pomegranate,Excessive caffeine,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
361,Acne,Skin,"fatigue, fever, vomiting",7,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
362,Amoebiasis,Gastrointestinal,"body ache, cough, fatigue",6,Specialist Doctor,Papaya,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
363,Sinusitis,Respiratory,"fatigue, fever, nausea",10,Specialist Doctor,Papaya,Excessive caffeine,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
364,Fungal Infection,Skin,"fatigue, fever, nausea",2,General Physician,Papaya,Spicy street food,Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
365,Heat Rash,Skin,"fatigue, itching, stomach pain",9,Specialist Doctor,Curd rice,Spicy street food,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
366,Malaria,Infectious,"cough, fever, stomach pain",9,Specialist Doctor,Pomegranate,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
367,Fungal Infection,Skin,"cough, fever, vomiting",4,General Physician,Papaya,Raw salads (if infectious),Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
368,Heat Rash,Skin,"fatigue, fever, stomach pain",6,Specialist Doctor,Moong Dal Khichdi,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
369,Typhoid,Infectious,"headache, itching, stomach pain",8,Specialist Doctor,Papaya,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
370,Typhoid,Infectious,"fatigue, itching, vomiting",10,Specialist Doctor,Moong Dal Khichdi,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
371,Vitamin D Deficiency,General,"cough, fatigue, headache",1,General Physician,Boiled vegetables,Spicy street food,Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Coconut water for rehydration.,Putting oil or ghee on open wounds.
372,Allergic Rhinitis,Respiratory,"headache, nausea, stomach pain",7,Specialist Doctor,Pomegranate,Cold drinks,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
373,Eczema,Skin,"fatigue, headache, vomiting",3,General Physician,Pomegranate,Excessive caffeine,Complete Bed Rest,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
374,Bronchitis,Respiratory,"body ache, fever, stomach pain",4,General Physician,Curd rice,Cold drinks,Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
375,Sinusitis,Respiratory,"body ache, cough, fatigue",1,General Physician,Papaya,Deep-fried pakoras,Yoga (Pranayama),Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Coconut water for rehydration.,Using battery acid for skin patches.
376,Malaria,Infectious,"cough, stomach pain, vomiting",5,General Physician,Curd rice,Deep-fried pakoras,Yoga (Pranayama),Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
377,Heat Rash,Skin,"body ache, fever, itching",10,Specialist Doctor,Moong Dal Khichdi,Deep-fried pakoras,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
378,Acidity,Gastrointestinal,"fatigue, fever, vomiting",2,General Physician,Pomegranate,Cold drinks,Light stretching,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
379,Allergic Rhinitis,Respiratory,"body ache, fatigue, fever",9,Specialist Doctor,Pomegranate,Raw salads (if infectious),Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
380,Bronchitis,Respiratory,"itching, stomach pain, vomiting",1,General Physician,Pomegranate,Spicy street food,Brisk walking,ORS,Standard OTC ORS for symptomatic relief.,650,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
381,Sunburn,Skin,"body ache, nausea, vomiting",1,General Physician,Boiled vegetables,Cold drinks,Complete Bed Rest,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
382,Chickenpox,Infectious,"body ache, itching, nausea",1,General Physician,Moong Dal Khichdi,Cold drinks,Light stretching,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
383,Influenza,Infectious,"headache, itching, vomiting",6,Specialist Doctor,Papaya,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
384,Amoebiasis,Gastrointestinal,"cough, fatigue, fever",7,Specialist Doctor,Boiled vegetables,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
385,Acidity,Gastrointestinal,"body ache, headache, nausea",4,General Physician,Pomegranate,Spicy street food,Brisk walking,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
386,Food Poisoning,Gastrointestinal,"itching, nausea, stomach pain",7,Specialist Doctor,Papaya,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
387,Dehydration,General,"body ache, fatigue, vomiting",1,General Physician,Pomegranate,Excessive caffeine,Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Jeera water for digestion.,Putting oil or ghee on open wounds.
388,Amoebiasis,Gastrointestinal,"cough, fatigue, headache",6,Specialist Doctor,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
389,Common Cold,Infectious,"fatigue, fever, nausea",7,Specialist Doctor,Moong Dal Khichdi,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
390,Bronchitis,Respiratory,"fatigue, stomach pain, vomiting",5,General Physician,Papaya,Spicy street food,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Saltwater gargles for throat infection.,Using battery acid for skin patches.
391,Gastritis,Gastrointestinal,"fatigue, fever, stomach pain",6,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
392,Anemia,General,"body ache, fatigue, headache",7,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
393,Bronchitis,Respiratory,"body ache, fatigue, itching",8,Specialist Doctor,Curd rice,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
394,Malaria,Infectious,"cough, itching, vomiting",2,General Physician,Curd rice,Raw salads (if infectious),Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Jeera water for digestion.,Rubbing heavy salt on rashes.
395,Acidity,Gastrointestinal,"fever, headache, itching",4,General Physician,Pomegranate,Excessive caffeine,Brisk walking,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
396,Vitamin D Deficiency,General,"fatigue, headache, stomach pain",5,General Physician,Boiled vegetables,Deep-fried pakoras,Brisk walking,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
397,Common Cold,Infectious,"body ache, stomach pain, vomiting",1,General Physician,Curd rice,Excessive caffeine,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
398,Vitamin D Deficiency,General,"body ache, itching, stomach pain",4,General Physician,Pomegranate,Raw salads (if infectious),Light stretching,ORS,Standard OTC ORS for symptomatic relief.,650,Jeera water for digestion.,Putting oil or ghee on open wounds.
399,Diarrhea,Gastrointestinal,"fatigue, fever, vomiting",6,Specialist Doctor,Curd rice,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
400,Acne,Skin,"cough, headache, vomiting",4,General Physician,Papaya,Spicy street food,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
401,Sunburn,Skin,"cough, itching, vomiting",5,General Physician,Papaya,Cold drinks,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
402,Allergic Rhinitis,Respiratory,"fatigue, fever, stomach pain",2,General Physician,Pomegranate,Excessive caffeine,Light stretching,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
403,Diarrhea,Gastrointestinal,"cough, itching, nausea",10,Specialist Doctor,Moong Dal Khichdi,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
404,Gastritis,Gastrointestinal,"body ache, headache, vomiting",6,Specialist Doctor,Boiled vegetables,Excessive caffeine,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
